"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Lower C.I for ASMR","2021","Both sexes","Co. Donegal","0 - 74 years","Accidents","Rate","5.52"
"Lower C.I for ASMR","2021","Both sexes","Co. Donegal","65 years and over","Accidents","Rate","33.72"
"Lower C.I for ASMR","2021","Both sexes","Co. Donegal","75 years and over","Accidents","Rate","55.6"
"Lower C.I for ASMR","2021","Both sexes","Co. Donegal","All ages","Accidents","Rate","13.18"
"Lower C.I for ASMR","2021","Both sexes","Co. Dublin","0 - 64 years","Accidents","Rate","13.48"
"Lower C.I for ASMR","2021","Both sexes","Co. Dublin","0 - 74 years","Accidents","Rate","14.68"
"Lower C.I for ASMR","2021","Both sexes","Co. Dublin","65 years and over","Accidents","Rate","62.93"
"Lower C.I for ASMR","2021","Both sexes","Co. Dublin","75 years and over","Accidents","Rate","107.83"
"Lower C.I for ASMR","2021","Both sexes","Co. Dublin","All ages","Accidents","Rate","24.38"
"Lower C.I for ASMR","2021","Both sexes","Co. Galway","0 - 64 years","Accidents","Rate","9.45"
"Lower C.I for ASMR","2021","Both sexes","Co. Galway","0 - 74 years","Accidents","Rate","11.54"
"Lower C.I for ASMR","2021","Both sexes","Co. Galway","65 years and over","Accidents","Rate","57.15"
"Lower C.I for ASMR","2021","Both sexes","Co. Galway","75 years and over","Accidents","Rate","90.23"
"Lower C.I for ASMR","2021","Both sexes","Co. Galway","All ages","Accidents","Rate","21.58"
"Lower C.I for ASMR","2021","Both sexes","Co. Kildare","0 - 64 years","Accidents","Rate","5.81"
"Lower C.I for ASMR","2021","Both sexes","Co. Kildare","0 - 74 years","Accidents","Rate","6.95"
"Lower C.I for ASMR","2021","Both sexes","Co. Kildare","65 years and over","Accidents","Rate","51.12"
"Lower C.I for ASMR","2021","Both sexes","Co. Kildare","75 years and over","Accidents","Rate","88.56"
"Lower C.I for ASMR","2021","Both sexes","Co. Kildare","All ages","Accidents","Rate","17.49"
"Lower C.I for ASMR","2021","Both sexes","Co. Kilkenny","0 - 64 years","Accidents","Rate","2.09"
"Lower C.I for ASMR","2021","Both sexes","Co. Kilkenny","0 - 74 years","Accidents","Rate","3.29"
"Lower C.I for ASMR","2021","Both sexes","Co. Kilkenny","65 years and over","Accidents","Rate","16.4"
"Lower C.I for ASMR","2021","Both sexes","Co. Kilkenny","75 years and over","Accidents","Rate","18.82"
"Lower C.I for ASMR","2021","Both sexes","Co. Kilkenny","All ages","Accidents","Rate","8.35"
"Lower C.I for ASMR","2021","Both sexes","Co. Kerry","0 - 64 years","Accidents","Rate","4.8"
"Lower C.I for ASMR","2021","Both sexes","Co. Kerry","0 - 74 years","Accidents","Rate","6.39"
"Lower C.I for ASMR","2021","Both sexes","Co. Kerry","65 years and over","Accidents","Rate","39.9"
"Lower C.I for ASMR","2021","Both sexes","Co. Kerry","75 years and over","Accidents","Rate","62.92"
"Lower C.I for ASMR","2021","Both sexes","Co. Kerry","All ages","Accidents","Rate","14.9"
"Lower C.I for ASMR","2021","Both sexes","Co. Longford","0 - 64 years","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Both sexes","Co. Longford","0 - 74 years","Accidents","Rate","1.74"
"Lower C.I for ASMR","2021","Both sexes","Co. Longford","65 years and over","Accidents","Rate","43.07"
"Lower C.I for ASMR","2021","Both sexes","Co. Longford","75 years and over","Accidents","Rate","47.95"
"Lower C.I for ASMR","2021","Both sexes","Co. Longford","All ages","Accidents","Rate","14.54"
"Lower C.I for ASMR","2021","Both sexes","Co. Louth","0 - 64 years","Accidents","Rate","10.27"
"Lower C.I for ASMR","2021","Both sexes","Co. Louth","0 - 74 years","Accidents","Rate","9.08"
"Lower C.I for ASMR","2021","Both sexes","Co. Louth","65 years and over","Accidents","Rate","26.11"
"Lower C.I for ASMR","2021","Both sexes","Co. Louth","75 years and over","Accidents","Rate","56.58"
"Lower C.I for ASMR","2021","Both sexes","Co. Louth","All ages","Accidents","Rate","17.44"
"Lower C.I for ASMR","2021","Both sexes","Co. Limerick","0 - 64 years","Accidents","Rate","12.34"
"Lower C.I for ASMR","2021","Both sexes","Co. Limerick","0 - 74 years","Accidents","Rate","14.39"
"Lower C.I for ASMR","2021","Both sexes","Co. Limerick","65 years and over","Accidents","Rate","43.67"
"Lower C.I for ASMR","2021","Both sexes","Co. Limerick","75 years and over","Accidents","Rate","59.75"
"Lower C.I for ASMR","2021","Both sexes","Co. Limerick","All ages","Accidents","Rate","21.78"
"Lower C.I for ASMR","2021","Both sexes","Co. Leitrim","0 - 64 years","Accidents","Rate","0.17"
"Lower C.I for ASMR","2021","Both sexes","Co. Leitrim","0 - 74 years","Accidents","Rate","0.15"
"Lower C.I for ASMR","2021","Both sexes","Co. Leitrim","65 years and over","Accidents","Rate","1.34"
"Lower C.I for ASMR","2021","Both sexes","Co. Leitrim","75 years and over","Accidents","Rate","2.9"
"Lower C.I for ASMR","2021","Both sexes","Co. Leitrim","All ages","Accidents","Rate","7.94"
"Lower C.I for ASMR","2021","Both sexes","Co. Laois","0 - 64 years","Accidents","Rate","0.07"
"Lower C.I for ASMR","2021","Both sexes","Co. Laois","0 - 74 years","Accidents","Rate","2.26"
"Lower C.I for ASMR","2021","Both sexes","Co. Laois","65 years and over","Accidents","Rate","21.82"
"Lower C.I for ASMR","2021","Both sexes","Co. Laois","75 years and over","Accidents","Rate","9.35"
"Lower C.I for ASMR","2021","Both sexes","Co. Laois","All ages","Accidents","Rate","7.75"
"Lower C.I for ASMR","2021","Both sexes","Co. Meath","0 - 64 years","Accidents","Rate","6.17"
"Lower C.I for ASMR","2021","Both sexes","Co. Meath","0 - 74 years","Accidents","Rate","6.49"
"Lower C.I for ASMR","2021","Both sexes","Co. Meath","65 years and over","Accidents","Rate","40.48"
"Lower C.I for ASMR","2021","Both sexes","Co. Meath","75 years and over","Accidents","Rate","75.1"
"Lower C.I for ASMR","2021","Both sexes","Co. Meath","All ages","Accidents","Rate","15.92"
"Lower C.I for ASMR","2021","Both sexes","Co. Monaghan","0 - 64 years","Accidents","Rate","6.36"
"Lower C.I for ASMR","2021","Both sexes","Co. Monaghan","0 - 74 years","Accidents","Rate","8.22"
"Lower C.I for ASMR","2021","Both sexes","Co. Monaghan","65 years and over","Accidents","Rate","49.27"
"Lower C.I for ASMR","2021","Both sexes","Co. Monaghan","75 years and over","Accidents","Rate","77.14"
"Lower C.I for ASMR","2021","Both sexes","Co. Monaghan","All ages","Accidents","Rate","21.44"
"Lower C.I for ASMR","2021","Both sexes","Co. Mayo","0 - 64 years","Accidents","Rate","4.27"
"Lower C.I for ASMR","2021","Both sexes","Co. Mayo","0 - 74 years","Accidents","Rate","6.71"
"Lower C.I for ASMR","2021","Both sexes","Co. Mayo","65 years and over","Accidents","Rate","27.33"
"Lower C.I for ASMR","2021","Both sexes","Co. Mayo","75 years and over","Accidents","Rate","29.53"
"Lower C.I for ASMR","2021","Both sexes","Co. Mayo","All ages","Accidents","Rate","11.96"
"Lower C.I for ASMR","2021","Both sexes","Co. Offaly","0 - 64 years","Accidents","Rate","0.97"
"Lower C.I for ASMR","2021","Both sexes","Co. Offaly","0 - 74 years","Accidents","Rate","1.69"
"Lower C.I for ASMR","2021","Both sexes","Co. Offaly","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Both sexes","Co. Offaly","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Both sexes","Co. Offaly","All ages","Accidents","Rate","4.01"
"Lower C.I for ASMR","2021","Both sexes","Co. Roscommon","0 - 64 years","Accidents","Rate","3.29"
"Lower C.I for ASMR","2021","Both sexes","Co. Roscommon","0 - 74 years","Accidents","Rate","6.24"
"Lower C.I for ASMR","2021","Both sexes","Co. Roscommon","65 years and over","Accidents","Rate","31.72"
"Lower C.I for ASMR","2021","Both sexes","Co. Roscommon","75 years and over","Accidents","Rate","33.18"
"Lower C.I for ASMR","2021","Both sexes","Co. Roscommon","All ages","Accidents","Rate","13.88"
"Lower C.I for ASMR","2021","Both sexes","Co. Sligo","0 - 64 years","Accidents","Rate","7"
"Lower C.I for ASMR","2021","Both sexes","Co. Sligo","0 - 74 years","Accidents","Rate","6.19"
"Lower C.I for ASMR","2021","Both sexes","Co. Sligo","65 years and over","Accidents","Rate","0.3"
"Lower C.I for ASMR","2021","Both sexes","Co. Sligo","75 years and over","Accidents","Rate","0.65"
"Lower C.I for ASMR","2021","Both sexes","Co. Sligo","All ages","Accidents","Rate","10.48"
"Lower C.I for ASMR","2021","Both sexes","Co. Tipperary","0 - 64 years","Accidents","Rate","11.87"
"Lower C.I for ASMR","2021","Both sexes","Co. Tipperary","0 - 74 years","Accidents","Rate","12.25"
"Lower C.I for ASMR","2021","Both sexes","Co. Tipperary","65 years and over","Accidents","Rate","33.05"
"Lower C.I for ASMR","2021","Both sexes","Co. Tipperary","75 years and over","Accidents","Rate","54.35"
"Lower C.I for ASMR","2021","Both sexes","Co. Tipperary","All ages","Accidents","Rate","19.48"
"Lower C.I for ASMR","2021","Both sexes","Co. Waterford","0 - 64 years","Accidents","Rate","17.3"
"Lower C.I for ASMR","2021","Both sexes","Co. Waterford","0 - 74 years","Accidents","Rate","16.86"
"Lower C.I for ASMR","2021","Both sexes","Co. Waterford","65 years and over","Accidents","Rate","53.65"
"Lower C.I for ASMR","2021","Both sexes","Co. Waterford","75 years and over","Accidents","Rate","100.29"
"Lower C.I for ASMR","2021","Both sexes","Co. Waterford","All ages","Accidents","Rate","29.57"
"Lower C.I for ASMR","2021","Both sexes","Co. Wicklow","0 - 64 years","Accidents","Rate","6.98"
"Lower C.I for ASMR","2021","Both sexes","Co. Wicklow","0 - 74 years","Accidents","Rate","7.45"
"Lower C.I for ASMR","2021","Both sexes","Co. Wicklow","65 years and over","Accidents","Rate","23.34"
"Lower C.I for ASMR","2021","Both sexes","Co. Wicklow","75 years and over","Accidents","Rate","36.76"
"Lower C.I for ASMR","2021","Both sexes","Co. Wicklow","All ages","Accidents","Rate","13.76"
"Lower C.I for ASMR","2021","Both sexes","Co. Westmeath","0 - 64 years","Accidents","Rate","5"
"Lower C.I for ASMR","2021","Both sexes","Co. Westmeath","0 - 74 years","Accidents","Rate","6.21"
"Lower C.I for ASMR","2021","Both sexes","Co. Westmeath","65 years and over","Accidents","Rate","13.56"
"Lower C.I for ASMR","2021","Both sexes","Co. Westmeath","75 years and over","Accidents","Rate","8.6"
"Lower C.I for ASMR","2021","Both sexes","Co. Westmeath","All ages","Accidents","Rate","11.33"
"Lower C.I for ASMR","2021","Both sexes","Co. Wexford","0 - 64 years","Accidents","Rate","12.35"
"Lower C.I for ASMR","2021","Both sexes","Co. Wexford","0 - 74 years","Accidents","Rate","14.06"
"Lower C.I for ASMR","2021","Both sexes","Co. Wexford","65 years and over","Accidents","Rate","31.36"
"Lower C.I for ASMR","2021","Both sexes","Co. Wexford","75 years and over","Accidents","Rate","37.04"
"Lower C.I for ASMR","2021","Both sexes","Co. Wexford","All ages","Accidents","Rate","19.87"
"Lower C.I for ASMR","2021","Male","Ireland","0 - 64 years","Accidents","Rate","19.2"
"Lower C.I for ASMR","2021","Male","Ireland","0 - 74 years","Accidents","Rate","21.08"
"Lower C.I for ASMR","2021","Male","Ireland","65 years and over","Accidents","Rate","85.71"
"Lower C.I for ASMR","2021","Male","Ireland","75 years and over","Accidents","Rate","143.5"
"Lower C.I for ASMR","2021","Male","Ireland","All ages","Accidents","Rate","33.32"
"Lower C.I for ASMR","2021","Male","Co. Clare","0 - 64 years","Accidents","Rate","7.88"
"Lower C.I for ASMR","2021","Male","Co. Clare","0 - 74 years","Accidents","Rate","9.7"
"Lower C.I for ASMR","2021","Male","Co. Clare","65 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Male","Co. Clare","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Male","Co. Clare","All ages","Accidents","Rate","10.5"
"Lower C.I for ASMR","2021","Male","Co. Cork","0 - 64 years","Accidents","Rate","12.7"
"Lower C.I for ASMR","2021","Male","Co. Cork","0 - 74 years","Accidents","Rate","18.84"
"Lower C.I for ASMR","2021","Male","Co. Cork","65 years and over","Accidents","Rate","68.86"
"Lower C.I for ASMR","2021","Male","Co. Cork","75 years and over","Accidents","Rate","69.79"
"Lower C.I for ASMR","2021","Male","Co. Cork","All ages","Accidents","Rate","26.75"
"Lower C.I for ASMR","2021","Male","Co. Cavan","0 - 64 years","Accidents","Rate","5.47"
"Lower C.I for ASMR","2021","Male","Co. Cavan","0 - 74 years","Accidents","Rate","12.71"
"Lower C.I for ASMR","2021","Male","Co. Cavan","65 years and over","Accidents","Rate","67.42"
"Lower C.I for ASMR","2021","Male","Co. Cavan","75 years and over","Accidents","Rate","45.63"
"Lower C.I for ASMR","2021","Male","Co. Cavan","All ages","Accidents","Rate","27.53"
"Lower C.I for ASMR","2021","Male","Co. Carlow","0 - 64 years","Accidents","Rate","7.52"
"Lower C.I for ASMR","2021","Male","Co. Carlow","0 - 74 years","Accidents","Rate","11.85"
"Lower C.I for ASMR","2021","Male","Co. Carlow","65 years and over","Accidents","Rate","9.35"
"Lower C.I for ASMR","2021","Male","Co. Carlow","75 years and over","Accidents","Rate","0"
"Lower C.I for ASMR","2021","Male","Co. Carlow","All ages","Accidents","Rate","20.64"
"Lower C.I for ASMR","2021","Male","Co. Donegal","0 - 64 years","Accidents","Rate","4.75"
"Lower C.I for ASMR","2021","Male","Co. Donegal","0 - 74 years","Accidents","Rate","6.11"
"Lower C.I for ASMR","2021","Male","Co. Donegal","65 years and over","Accidents","Rate","13.68"
"Lower C.I for ASMR","2021","Male","Co. Donegal","75 years and over","Accidents","Rate","8.6"
"Lower C.I for ASMR","2021","Male","Co. Donegal","All ages","Accidents","Rate","11.33"
"Lower C.I for ASMR","2021","Male","Co. Dublin","0 - 64 years","Accidents","Rate","18.39"
"Lower C.I for ASMR","2021","Male","Co. Dublin","0 - 74 years","Accidents","Rate","19.74"
